,0
0,44.01422667113314
1,31.622792289531976
2,40.67303029451085
3,42.86284808968566
4,73.39340837129559
5,39.68002414326046
6,35.39782402484858
7,49.72450252438221
8,34.75120961161059
9,48.45333807246102
10,34.77525374937694
11,32.96053498314513
12,42.352143117748014
13,44.7187909926582
14,24.183412294468283
15,50.37616427097999
16,52.82626261161265
17,59.539075742252756
18,54.09228229085283
19,30.600655632740626
20,42.67984547106057
21,54.12243361997125
22,27.58078346556946
23,29.20432417118438
24,47.603350988496224
25,37.27438433288766
26,25.461605369927007
27,45.87625394184362
28,60.57576617421084
29,37.28635190593105
30,9.995255280893858
31,60.84719696622513
32,35.23781003315787
33,72.71603948609817
34,42.6667215805555
35,70.94889308261634
36,48.19563012118059
37,20.6786641167081
38,47.25884838528249
39,53.31626667539746
40,51.468272388397764
41,20.597192435001876
42,42.33394464652564
43,52.04278620966274
44,37.66335086166814
45,31.862512631785503
46,5.643097837849162
47,47.622691709000904
48,56.787531785244354
49,40.124612314500745
50,29.032953652980524
51,30.9673572013914
52,47.02674098045236
53,35.9614889398361
54,67.56090943772811
55,57.54738674130431
56,46.29293980214503
57,20.44225601348581
58,47.60083835533182
59,35.903049143809525
60,42.27015008793995
61,52.55181891477208
62,59.64645390188798
63,31.718340757815344
64,44.58925895849809
65,50.614633195246334
66,43.59761827838502
67,63.0623729288438
68,45.13887924886182
69,56.48670649087781
70,55.819600239335514
71,53.86249528009463
72,48.25662338987503
73,65.70244367750854
74,62.90169334973149
75,49.464047690981076
76,20.340472305613446
77,42.729783481524564
78,42.83987965644959
79,38.65026840259437
80,43.248653999639124
81,45.537374174283585
82,36.49896353898765
83,47.2045629109883
84,46.3062125792091
85,36.69693077055976
86,59.597759148637444
87,58.86867129450769
88,25.702876976436656
89,37.72784212746484
90,49.042512739358735
91,72.42518579885763
92,53.57434830886601
93,43.27873032902417
94,34.77693924467012
95,28.76834164232763
96,39.48080865148481
97,52.08419969083718
98,51.05593013388015
99,28.086896518173724
100,53.857586704897074
101,31.986127093478768
102,45.43644723577622
103,41.832623018215116
104,35.43029025624572
105,76.10779999413464
106,45.746680906123785
107,34.68262841797857
108,43.5972324911146
109,69.93132429544477
110,28.65238855276501
111,50.17355795597339
112,12.823219472311806
113,72.7340906690055
114,30.83361449031178
115,54.10254561383158
116,29.11047041993033
117,31.111552349169415
118,34.142277183386824
119,39.207855827052825
120,65.60823999573851
121,20.370131208411763
122,32.21251617093848
123,38.91209668649812
124,62.52767360119445
125,68.08771596588855
126,40.91607743008373
127,33.140140980604365
128,46.448309712146724
129,33.67594919241727
130,58.19654455813668
131,34.82174206518775
132,35.94048732342264
133,17.31167962353815
134,35.82127938471045
135,28.93721430691204
136,34.27586065802501
137,36.19936167082763
138,16.716280968574
139,39.012658267085726
140,34.19967868404936
141,24.01987369444251
142,41.92770104055363
143,38.336865765971126
144,33.1635597885818
145,41.0007164164074
146,42.58303647495423
147,65.68727509309673
148,34.38493215996467
149,45.124338992915746
150,46.028056897893975
151,61.16290336341239
152,30.9525890012035
153,60.192718437247976
154,52.6239808823601
155,34.47419984766049
156,36.38169619008764
157,34.78726385476905
